,epoch,train_loss
0,10,30636.325753348214
1,20,16494.78292410714
2,30,9156.496791294643
3,40,5103.395368303572
4,50,3176.1336669921875
5,60,2187.597481863839
6,70,1692.2279575892858
7,80,1370.299516950335
8,90,1151.2876499720983
9,100,971.79929460798
10,110,808.1577627999442
11,120,652.9205300467355
12,130,542.77341570173
13,140,458.1999250139509
14,150,371.5513719831194
15,160,295.9359904697963
16,170,250.96366228376115
17,180,201.54407283238
18,190,161.72203172956193
19,200,133.43429837908064
20,210,107.34486062186105
21,220,85.41963386535645
22,230,68.68398339407784
23,240,55.33194705418178
24,250,46.42863137381418
25,260,36.83693422589983
26,270,30.672696249825613
27,280,25.92013141087123
28,290,21.958711624145508
29,300,18.280460698263987
30,310,16.11395181928362
31,320,13.877692461013794
32,330,12.9510178565979
33,340,11.925155775887626
34,350,11.295415094920568
35,360,11.484769208090645
36,370,11.427138124193464
37,380,10.555470500673566
38,390,10.719105958938599
39,400,10.157690150397164
40,410,9.638302564620972
41,420,9.84946186201913
42,430,9.83215423992702
43,440,9.426639148167201
44,450,9.587677615029472
45,460,10.272844348634992
46,470,9.293448652539935
47,480,8.662418229239327
48,490,9.128835609980992
49,500,8.970210109438215
50,510,8.477005004882812
51,520,8.159920045307704
52,530,8.707092148917061
53,540,8.712576763970512
54,550,8.99617692402431
55,560,8.336907727377755
56,570,8.521942751748222
57,580,8.733936582292829
58,590,8.219667639051165
59,600,9.507694482803345
60,610,8.75258047240121
61,620,7.338477441242763
62,630,7.813341413225446
63,640,7.955695152282715
64,650,7.718367065702166
65,660,7.9356909820011685
66,670,7.579744236809867
67,680,7.410156113760812
68,690,7.729884658540998
69,700,7.284434488841465
70,710,7.108935628618513
71,720,6.974741901670184
72,730,6.973151683807373
73,740,7.094853026526315
74,750,6.541263563292367
75,760,6.937074746404376
76,770,7.039167131696429
77,780,6.226877689361572
78,790,5.598480326788766
79,800,6.52926424571446
80,810,5.7707884311676025
81,820,5.98896598815918
82,830,6.330873250961304
83,840,6.151308195931571
84,850,6.387361492429461
85,860,6.150753327778408
86,870,6.07403826713562
87,880,6.159599781036377
88,890,5.3922523600714545
89,900,5.4996451650347025
90,910,4.9501713173730035
91,920,5.228776761463711
92,930,5.076795356614249
93,940,5.806133474622454
94,950,5.102538364274161
95,960,4.899397952216012
96,970,4.954596076692853
97,980,4.64137077331543
98,990,4.696032898766654
99,1000,4.516323379107884
100,1010,4.0086477143423895
101,1020,4.731907640184675
102,1030,4.655543906348092
103,1040,4.3262840168816705
104,1050,4.777883580752781
105,1060,3.983707972935268
106,1070,4.036040885107858
107,1080,3.8211207730429515
108,1090,4.112917440278189
109,1100,3.979355216026306
110,1110,4.372496162142072
111,1120,3.783185192516872
112,1130,3.496750831604004
113,1140,4.1979959692273825
114,1150,3.759708949497768
115,1160,3.525924061025892
116,1170,3.6115011147090366
117,1180,3.443380832672119
118,1190,3.5102371828896657
119,1200,3.479785885129656
120,1210,3.377269114766802
121,1220,3.5627763101032803
122,1230,3.119943840163095
123,1240,3.081330248287746
124,1250,3.336751256670271
125,1260,3.0542434624263217
126,1270,2.923647837979453
127,1280,3.1149902769497464
128,1290,2.9428858246122087
129,1300,3.292266743523734
130,1310,2.971566447189876
131,1320,2.744153848716191
132,1330,2.99200769833156
133,1340,2.8432162404060364
134,1350,3.126193199838911
135,1360,2.9104774509157454
136,1370,2.771549497331892
137,1380,2.792514988354274
138,1390,2.929905499730791
139,1400,2.599498076098306
140,1410,2.9291791447571347
141,1420,2.471229408468519
142,1430,2.9032110401562283
143,1440,2.415949983256204
144,1450,2.412455584321703
145,1460,2.413146768297468
146,1470,2.272082950387682
147,1480,2.6581225054604665
148,1490,2.4307638875075748
149,1500,2.760625856263297
150,1510,2.31846398966653
151,1520,2.183808854648045
152,1530,2.1047377501215254
153,1540,2.341388293675014
154,1550,2.0667582069124495
155,1560,2.0595531378473555
156,1570,1.8656983716147286
157,1580,2.205706076962607
158,1590,2.1051544717379977
159,1600,2.1202535458973477
160,1610,2.0427244220461165
161,1620,2.063916904585702
162,1630,2.2505862627710616
163,1640,2.156526037624904
164,1650,2.166308641433716
165,1660,1.875393169266837
166,1670,2.1133444564683095
167,1680,1.8469728061131068
168,1690,1.7875531145504542
169,1700,1.8563755239759172
170,1710,1.6917919090815954
171,1720,1.7363497955458504
172,1730,1.9808197617530823
173,1740,1.856077947786876
174,1750,2.044945776462555
175,1760,1.726621389389038
176,1770,1.8442474263054984
177,1780,2.013338668005807
178,1790,1.7550948687962122
179,1800,1.689757296017238
180,1810,1.664629680769784
181,1820,1.5486465564795904
182,1830,1.6451787267412459
183,1840,1.763050104890551
184,1850,1.7494350799492426
185,1860,1.5639096413339888
186,1870,1.6067985040800912
187,1880,1.5559712094920022
188,1890,1.910763910838536
189,1900,1.5377744776862008
190,1910,1.53985852428845
191,1920,1.5873850924628121
192,1930,1.7452880314418249
193,1940,1.4426459457193102
194,1950,1.6014387607574463
195,1960,1.6480437304292406
196,1970,1.458218629871096
197,1980,1.446557262114116
198,1990,1.224851084606988
199,2000,1.365332931280136
